,User,Tweet
123,Brian04117175,@RishiSunak Mmmmmmmmmmm an unelected PM waging war a tad dictator esque Mr Prime Minister? Also where is the public servants pay rise? What you doing about the cost of living? Ohh I forgot you're a multi millionaire so you don't care about us minions do you?
124,AndyVermaut,"Andy Vermaut shares:Singapore may lift remaining COVID-19 curbs if situation is stable amid China cases, year-end travel: PM Lee: In his New Year message, Prime Minister Lee Hsien Loong also says Singapore must brace for economic uncertainties… https://t.co/qWucF2rWzf Thank you. https://t.co/5LPCQRliIV"
125,newson_live,"Nine killed, several injured in collision between bus and car in Navsari, #Gujarat.

PM @narendramodi expresses grief over the loss of lives. Prime Minister announces ex-gratia of Rs two lakh to the next of kin of each deceased of Navsari road accident."
126,PakistanVideoz,"The prime minister highlighted this as he met UN Secretary-General Antonio Guterres here on the sidelines of COP-27 Summit being held in Sharm El-Sheikh, a press release issued by the PM Media Wing said. https://t.co/7lkeWzqodE"
127,devpak47,A press release issued by PM house sad Prime Minister Shehbaz Sharif on Friday chaired a meeting to discuss matters about the aviation sector and decided to hire the services of operators of international repute to run airports in the three cities.
128,Yashunal,"🇮🇳🇺🇸: US President Joe Biden &amp; his wife extended his condolences to Prime Minister Narendra Modi on the sad loss of PM's mother, Mataji Hiraben"
129,QuizemplexNews,salman khan and shah rukh khan pays tribute to prime minister narendra modi late mother hiraben modi | PM नरेंद्र मोदी की मां के निधन पर शाहरुख-सलमान ने दी श्रद्धांजलि https://t.co/4OPxWc6xFF
130,PoohBear71,"@MelvinArgue1 @sunlorrie I must have missed the photo of Pierre &amp; the ppl holding those signs.  Elected members of Parliament, the PM &amp; current Govt included are elected to represent all Canadians. 
""I will be the prime minister of all Canadians,"" JT 2015"
131,kartik28112005,"We want prime minister like pm modi
#NarendraModi @narendramodi https://t.co/VonM92csE0"
132,DDNational,"Watch Swaraj...Velu Thampi Dalawa, Prime Minister of Travancore who led the masses against the cruel East India Company in an epic struggle to protect the homeland… TONIGHT at 9 pm on @DDNational 

#SwarajOnDoordarshan
#IndianHistory
#FreedomFighters
#UnsungHeroes https://t.co/7ZKo75qPBt"
133,yumrezacom,retweetnews2019: PM Chính sends congratulations to new Prime Minister of Laos https://t.co/OzDUY2rcun #Politics
134,janegue85750421,@RishiSunak You are not our prime minister and parliament is not fit for purpose to allow you to topple two PM’s
135,Chanctonman,"The third Prime Minister in less than a year from a rotten &amp; corrupt line of governments promises to represent our priorities
He lies just like every Conservative PM since they've been in power in 2010
If you put our priorities 1st pay nurses properly...or call a General Election"
136,DrIkramulHaq,"Prime Minister (PM) Shehbaz Sharif has directed authorities concerned to take immediate measures to curb smuggling and tax evasion in the cigarette industry, ARY News reported on Wednesday.
https://t.co/XPlRx8gSMB via @arynewsofficial"
137,AntonrLewis,"@expressupdates WAW!what an incisive ,clinical &amp;equally artistic assessment of the artiste's work. Its poetic..musical in its own right. Madame PM Mottley how i wish you were the prime minister of TnT. Its probably a blessing you don't avow to possessing a doctorate. U to are a C'bbean champion"
138,BillDerWall,"@10DowningStreet @RishiSunak You denied conservative members their say on who should be the next PM.
You can't just go around calling yourself Prime Minister. Democracy doesn't work that way."
139,indiahottopics,"To the Japanese PM, Apple CEO Cook expressed worries about the app store limit. 

Apple chief executive has asked Japanese Prime Minister Fumio Kishida to consider 

#iht #trending #world #japanesepm #appleCEOCook #worries #appstorelimit

Read At More:https://t.co/bH2qlGlxG5 https://t.co/s51yFIdKYC"
140,MirrorNow,"Chhattisgarh Chief Minister #BhupeshBaghel met Prime Minister #NarendraModi at his residence in New Delhi today. He expressed deep condolences on the demise of PM's mother #HeerabenModi. 

THREAD 🧵 https://t.co/0HG6l2304K"
141,retweetnews2019,PM Chính sends congratulations to new Prime Minister of Laos https://t.co/QnokaetZNd #Politics
142,RohitKu56762491,"Heeraben's mortal remains consigned to flames; condolences poured in from all corners | HIGHLIGHTS PM Modi mother Heeraben dies | HIGHLIGHTS: Prime Minister Narendra Modi's mother Heeraben Modi, who was admitted to a hospital in Ahmedabad, passed away at 100 today (December … https://t.co/28R6InMBfu"
143,SavvyGuy1,"Yeah, BJP should get 450+ 
Tht will be fun.
But what about KCR, Nitish Kumar? Will they be allocated the portfolios of Assistant Prime Minister's to Rahul Gandhi? INC will not be able to win on their own. They definitely need help from other parties. Will they agree Rahul as PM?"
144,main_amitabh_,"@iamsrk @narendramodi What kind of condolence is this? So late, so cold.

The Honorable PM is elder to you in both age and position. He is no friend of you.

Tahjeeb is what one gets from home, you surely lack that, your tweet certifies that, referring to the Prime Minister this way. Shame"
145,jaikumar0431974,"Well done Prime Minister!

Appreciation heaped on PM Modi for attending the govt function focusing on the development of India despite the tragedy of his mother's death.
Sangees' don't know that Modi is starting election campaign even from mother's death..."
146,TM_TheMetro,"PM Modi's decision to carry on with his official engagements drew praise from his ministerial colleagues and other BJP leaders. Union minister Anurag Thakur said, ""Grief-stricken, but country first !!...A true Karmayogi veritably.""
#PMModi #Karmayogi #BJP #PMModiMother https://t.co/n5KSRwhYQR"
147,HassanMujtbaSyd,"We request election commission of Pakistan to register her party in Pakistan and request establishment to promote her as they did to current PM. She also have bn proved guilty, hence qualifies for Prime Minister. 
Shame+Lanat= bajwa_traitor https://t.co/7INPPIgH0a"
148,Manoj90024055,@rejitweets @RahulGandhi @bharatjodo His only concern is when he can sit on the chair of the PM. Can't blame him for that because from the very early stages itself  he is made to believe by his family's chamchas that Prime Minister's chair is his birth right.
149,FaisalB03265422,"We request Prime Minister, federal government and sindh government to make PM's youth scheme candidates permanent. @shazbkhanzdaGEO @geonews_urdu @ARYNEWSOFFICIAL @humnewspakistan @Dawn_News @AajKamranKhan @DunyaNews @sindhtvnews247"
150,FaisalB03265422,"We request Prime Minister, federal government and sindh government to make PM's youth scheme candidates permanent. @MNAmandokhail @CMShehbaz @MaryamNSharif @AzmaBokhariPMLN @Marriyum_A @LahorePMLN @pmln_org @NawazSharifMNS @RanaSanaullahPK"
151,FaisalB03265422,"@MNAmandokhail We request Prime Minister, federal government and sindh government to make PM's youth scheme candidates permanent."
152,Sam91445260,@amitmalviya What was the requirement of PM to do that. Even station Master of the platform could have done that. And actually it is to be done by him only. PM has more important jobs to do. Not all trains need to be flagged off ceremoniously. Prime Minister should have taken a break
153,FunMauji,"@ANI When Modi was the Chief Minister of Gujarat, the Congress and its darbari journalists used to attack Modi everyday. Modi made those attacks as a stair to reach the PM post. BJP don't fall the trap ignore rahul gandhi as always they did."
154,PrabiraA,@ManasBaraiya @kharge @narendramodi In my opinion Nitin Gadkari ji will be a very good prime minister.. the current government should resign and make Nitin Gadkari PM.. India will be a slightly better place then
155,RT_India_news,"UK PM Pulls Plug on Half of Energy Cost Support for Businesses 

With costs still rising in the UK, Prime Minister Rishi Sunak is set to cut the support given to companies - meant to help them pay bills. https://t.co/nVAYzxdV5B"
156,AfshanZafar9,"#AwnExposedImrandos
ousted Prime Minister (PM) Imran Khan, Aun Chaudhry revealed the ... Imran Khan also leveled false allegations against Aleem Khan over ... https://t.co/tHomvY2NKQ"
157,CheckCryptoNews,"Will Fiji Legalize BTC Next as its New Pro-#Bitcoin PM Steps Into Office?: Sitiveni Rabuka became Fiji’s 12th Prime Minister after winning the country’s elections earlier this month. The 74-year-old, commonly known by his nickname “Rambo,” is a proponent… https://t.co/bWBt4HpjpJ"
158,the_news_21,"Nine killed, several injured in collision between bus and car in #Navsari, #Gujarat.

PM @narendramodi expresses grief over the loss of lives. Prime Minister announces ex-gratia of Rs two lakh to the next of kin of each deceased of #NavsariAccident. https://t.co/14fQpHYUiq"
159,as22sa98,"Nine killed, several injured in collision between bus and car in Navsari, #Gujarat.

PM @narendramodi expresses grief over the loss of lives. Prime Minister announces ex-gratia of Rs two lakh to the next of kin of each deceased of Navsari road accident."
160,arshgoelarsh,@Sadhvi_prachi Happy new year mam( as our prime minister and president wishes so its duty of every Indian to follow them) a very happy new year. I follow my pm.
161,airnewsalerts,"Nine killed, several injured in collision between bus and car in Navsari, #Gujarat.

PM @narendramodi expresses grief over the loss of lives. Prime Minister announces ex-gratia of Rs two lakh to the next of kin of each deceased of Navsari road accident."
162,CanadaKimmie,@GGCanada Get rid of the criminal Prime Minister Trudeau. That's what I'd call a refresh! I know for a fact that you have been sent thousands of signatures to get rid of the most corrupt PM Canada has ever had.
163,DhanwantiA,"4 times elected
Chief Minister

2 times elected
Prime Minister

25+ years
political career

Still not even a single
Corruption case 👍🏻

Best Ever PM of INDIA @narendramodi ji 🙏🏻

#WeTrustPMModiJi
 https://t.co/iAbePon4fa"
164,aasiya905,"@piyushk77186492 @majorgauravarya Why was Modi banned to travel Internationally before becoming pm.

Do you know Pragya Thakur, yogi, napur Sharma, naveen Kumar, all are bjp minister...there are many but I am restricted to 256 characters by twitter..

Here is a list https://t.co/BaISm3tlNE"
165,Lizzie22441,"@Shaz204727916 oh baby..baby..  what's  more  the  honor's  LIST  comes  the OFFICE  of  the  Prime  Minister.. &amp;  I  think  also  Ok'ed  by the  Monarch.. 
PM  can  even  give knighthood not in  accordance  w/Monarch.. &amp; it has happened."
166,hindustanherald,"On Friday, Prime Minister Narendra Modi will inaugurate and dedicate to the nation railway projects worth over 5,800 crore in West Bengal via video-conferencing. PM Modi, who lost his mother this morning, was supposed to attend the event.
.
.
#railway #news #modi #railwaystations https://t.co/iCbUDL6hlE"
167,nijunction,"Prime Minister Modi is known for his affability that makes him one of the most popular leaders in the world. Watch NIJ’s Year End Special where we bring you a series of PM Modi’s heartwarming interactions with the masses.

#AmritYear2022 https://t.co/Iiy1PkrvOj"
168,Sachinsingh589,@narendramodi Jii is great and best pm of our country after independence till now.. We are very lucky that we have Prime Minister like our honorable modi jii 🙏🙏Modi jii deserve Bharat ratna because he is real ratna of our great India...BHARAT MATA KI JAI
169,PIB_India,"PM @narendramodi has expressed deep grief over the loss of lives due to a road accident in Navsari, Gujarat.

Announces ex-gratia from Prime Minister's National Relief Fund (PMNRF) for the victims

Details: https://t.co/DTaKJFfMjE"
170,k14_sanjana,"@IPSinghSp Our honorable Prime Minister is "" कर्म प्रधान PM "" ... जय श्रीराम 🙏🚩"
171,amitpun88383238,"Why PM Modi called foreign minister S Jaishankar late night and asked ‘Jaage ho’
https://t.co/jV3NhiNCli

via NaMo App https://t.co/1wlepyaCxr"
172,ShawnWi43165023,"'In Maa, I have always felt...': PM's heartfelt tribute to mother Informing about her demise, the Prime Minister posted a heartfelt tweet early Friday morning, ""A glorious century rests at the feet of God... In Maa, I have always felt that trinity, w"
173,colombogazette,"President Ranil Wickremesinghe telephoned Nepal's new Prime Minister Pushpa Kamal Dahal and offered to work with him closely.

https://t.co/zk2LNoqI5c 

via @colombogazette #Nepal #Srilanka #PushpaKamalDahal #RanilWickremesinghe @RW_UNP @PM_nepal_"
